Game,Season,Round,Venue,Attendance,Home Team,Away Team,Latitude,Longitude
2022R1806,2022,R18,Optus Stadium,46596,Fremantle,Sydney,-31.9512,115.889
2022R1807,2022,R18,Melbourne Cricket Ground,22598,Hawthorn,West Coast,-37.82,144.9834
2022R1808,2022,R18,TIO Traeger Park,6312,Melbourne,Port Adelaide,-23.7091,133.875
2022R1809,2022,R18,Marvel Stadium,23484,Essendon,Gold Coast,-37.8166,144.9475
2022R1901,2022,R19,Marvel Stadium,23549,Richmond,Fremantle,-37.8166,144.9475
2022R1902,2022,R19,Sydney Cricket Ground,25084,Sydney,Adelaide,-33.8915,151.2249
2022R1903,2022,R19,Blundstone Arena,9713,North Melbourne,Hawthorn,-42.8773,147.374
2022R1904,2022,R19,Adelaide Oval,30937,Port Adelaide,Fremantle,-34.9155,138.5961
2022R1905,2022,R19,The Gabba,21467,Brisbane Lions,Gold Coast,-27.4858,153.0381
2022R1906,2022,R19,Marvel Stadium,26501,Western Bulldogs,Melbourne,-37.8166,144.9475
2022R1907,2022,R19,Marvel Stadium,30295,Carlton,Greater Western Sydney,-37.8166,144.9475
2022R1908,2022,R19,Melbourne Cricket Ground,72402,Collingwood,Essendon,-37.82,144.9834
2022R1909,2022,R19,Optus Stadium,35665,West Coast,St Kilda,-31.9512,115.889
2022R2001,2022,R20,Optus Stadium,46313,Fremantle,Melbourne,-31.9512,115.889
2022R2002,2022,R20,Melbourne Cricket Ground,40716,Collingwood,Port Adelaide,-37.82,144.9834
2022R2003,2022,R20,Sydney Cricket Ground,31916,Sydney,Greater Western Sydney,-33.8915,151.2249
2022R2004,2022,R20,Marvel Stadium,25348,St Kilda,Hawthorn,-37.8166,144.9475
2022R2005,2022,R20,GMHBA Stadium,22106,Geelong,Western Bulldogs,-38.158,144.3547
2022R2006,2022,R20,Adelaide Oval,35666,Adelaide,Carlton,-34.9155,138.5961
2022R2007,2022,R20,Heritage Bank Stadium,8282,Gold Coast,West Coast,-28.0063,153.3671
2022R2008,2022,R20,Melbourne Cricket Ground,39056,Richmond,Brisbane Lions,-37.82,144.9834
2022R2009,2022,R20,Marvel Stadium,29549,Essendon,North Melbourne,-37.8166,144.9475
2022R2101,2022,R21,Melbourne Cricket Ground,70596,Melbourne,Collingwood,-37.82,144.9834
2022R2102,2022,R21,University of Tasmania Stadium,9022,Hawthorn,Gold Coast,-41.426,147.139
2022R2103,2022,R21,GIANTS Stadium,7772,Greater Western Sydney,Essendon,-33.8942,151.2293
2022R2104,2022,R21,Marvel Stadium,24130,Western Bulldogs,Fremantle,-37.8166,144.9475
2022R2105,2022,R21,GMHBA Stadium,20583,Geelong,St Kilda,-38.158,144.3547
2022R2106,2022,R21,Adelaide Oval,27091,Port Adelaide,Richmond,-34.9155,138.5961
2022R2107,2022,R21,Marvel Stadium,19091,North Melbourne,Sydney,-37.8166,144.9475
2022R2108,2022,R21,The Gabba,31011,Brisbane Lions,Carlton,-27.4858,153.0381
2022R2109,2022,R21,Optus Stadium,50117,West Coast,Adelaide,-31.9512,115.889
2022R2201,2022,R22,Marvel Stadium,22211,St Kilda,Brisbane Lions,-37.8166,144.9475
2022R2202,2022,R22,Marvel Stadium,18301,Western Bulldogs,Greater Western Sydney,-37.8166,144.9475
2022R2203,2022,R22,Adelaide Oval,28801,Adelaide,North Melbourne,-34.9155,138.5961
2022R2204,2022,R22,Heritage Bank Stadium,14728,Gold Coast,Geelong,-28.0063,153.3671
2022R2205,2022,R22,Melbourne Cricket Ground,55705,Melbourne,Carlton,-37.82,144.9834
2022R2206,2022,R22,Optus Stadium,53818,Fremantle,West Coast,-31.9512,115.889
2022R2207,2022,R22,Melbourne Cricket Ground,59338,Richmond,Hawthorn,-37.82,144.9834
2022R2208,2022,R22,Sydney Cricket Ground,44659,Sydney,Collingwood,-33.8915,151.2249
2022R2209,2022,R22,Marvel Stadium,20567,Essendon,Port Adelaide,-37.8166,144.9475
2022R2301,2022,R23,The Gabba,32172,Brisbane Lions,Melbourne,-27.4858,153.0381
2022R2302,2022,R23,Manuka Oval,7338,Greater Western Sydney,Fremantle,-35.3181,149.1347
2022R2303,2022,R23,Marvel Stadium,14196,North Melbourne,Gold Coast,-37.8166,144.9475
2022R2304,2022,R23,GMHBA Stadium,21098,Geelong,West Coast,-38.158,144.3547
2022R2305,2022,R23,Melbourne Cricket Ground,58366,Essendon,Richmond,-37.82,144.9834
2022R2306,2022,R23,Adelaide Oval,50090,Port Adelaide,Adelaide,-34.9155,138.5961
2022R2307,2022,R23,University of Tasmania Stadium,13105,Hawthorn,Western Bulldogs,-41.426,147.139
2022R2308,2022,R23,Melbourne Cricket Ground,88287,Carlton,Collingwood,-37.82,144.9834
2022R2309,2022,R23,Marvel Stadium,23344,St Kilda,Sydney,-37.8166,144.9475
2022QF01,2022,QF,The Gabba,35013,Brisbane Lions,Richmond,-27.4858,153.0381
2022QF02,2022,QF,Melbourne Cricket Ground,78377,Melbourne,Sydney,-37.82,144.9834
2022EF01,2022,EF,Melbourne Cricket Ground,91525,Geelong,Collingwood,-37.82,144.9834
2022EF02,2022,EF,Optus Stadium,58982,Fremantle,Western Bulldogs,-31.9512,115.889
2022SF01,2022,SF,Melbourne Cricket Ground,62162,Melbourne,Brisbane Lions,-37.82,144.9834
2022SF02,2022,SF,Melbourne Cricket Ground,90612,Collingwood,Fremantle,-37.82,144.9834
2022PF01,2022,PF,Melbourne Cricket Ground,77677,Geelong,Brisbane Lions,-37.82,144.9834
2022PF02,2022,PF,Sydney Cricket Ground,45608,Sydney,Collingwood,-33.8915,151.2249
2022GF01,2022,GF,Melbourne Cricket Ground,100024,Geelong,Sydney,-37.82,144.9834
2023R101,2023,R1,Melbourne Cricket Ground,88084,Richmond,Carlton,-37.82,144.9834
202R102,2023,R1,Melbourne Cricket Ground,86595,Geelong,Collingwood,-37.82,144.9834
2023R103,2023,R1,Marvel Stadium,21274,North Melbourne,West Coast,-37.8166,144.9475
2023R105,2023,R1,Adelaide Oval,34255,Port Adelaide,Brisbane Lions,-34.9155,138.5961
2023R106,2023,R1,Melbourne Cricket Ground,48103,Melbourne,Western Bulldogs,-37.82,144.9834
2023R104,2023,R1,Heritage Bank Stadium,13648,Gold Coast,Sydney,-28.0063,153.3671
2023R108,2023,R1,GIANTS Stadium,8169,Greater Western Sydney,Adelaide,-33.8942,151.2293
2023R107,2023,R1,Melbourne Cricket Ground,68691,Hawthorn,Essendon,-37.82,144.9834
2023R109,2023,R1,Marvel Stadium,23429,St Kilda,Fremantle,-37.8166,144.9475
2023R201,2023,R2,Melbourne Cricket Ground,55861,Carlton,Geelong,-37.82,144.9834
2023R202,2023,R2,The Gabba,30047,Brisbane Lions,Melbourne,-27.4858,153.0381
2023R203,2023,R2,Melbourne Cricket Ground,60744,Collingwood,Port Adelaide,-37.82,144.9834
2023R204,2023,R2,Adelaide Oval,38492,Adelaide,Richmond,-34.9155,138.5961
2023R205,2023,R2,Marvel Stadium,33294,Western Bulldogs,St Kilda,-37.8166,144.9475
2023R206,2023,R2,Optus Stadium,40487,Fremantle,North Melbourne,-31.9512,115.889
2023R207,2023,R2,Sydney Cricket Ground,37052,Sydney,Hawthorn,-33.8915,151.2249
2023R208,2023,R2,Marvel Stadium,32915,Essendon,Gold Coast,-37.8166,144.9475
2023R209,2023,R2,Optus Stadium,44649,West Coast,Greater Western Sydney,-31.9512,115.889
2023R301,2023,R3,Marvel Stadium,23665,Western Bulldogs,Brisbane Lions,-37.8166,144.9475
2023R302,2023,R3,Melbourne Cricket Ground,85241,Collingwood,Richmond,-37.82,144.9834
2023R303,2023,R3,University of Tasmania Stadium,11007,Hawthorn,North Melbourne,-41.426,147.139
2023R304,2023,R3,GIANTS Stadium,9691,Greater Western Sydney,Carlton,-33.8942,151.2293
2023R305,2023,R3,Melbourne Cricket Ground,69255,St Kilda,Essendon,-37.82,144.9834
2023R306,2023,R3,Adelaide Oval,48962,Port Adelaide,Adelaide,-34.9155,138.5961
2023R307,2023,R3,Heritage Bank Stadium,13122,Gold Coast,Geelong,-28.0063,153.3671
2023R308,2023,R3,Melbourne Cricket Ground,42423,Melbourne,Sydney,-37.82,144.9834
2023R309,2023,R3,Optus Stadium,56090,Fremantle,West Coast,-31.9512,115.889
2023R401,2023,R4,The Gabba,33565,Brisbane Lions,Collingwood,-27.4858,153.0381
2023R402,2023,R4,Marvel Stadium,49062,North Melbourne,Carlton,-37.8166,144.9475
2023R403,2023,R4,Adelaide Oval,33725,Adelaide,Fremantle,-34.9155,138.5961
2023R404,2023,R4,Melbourne Cricket Ground,56449,Richmond,Western Bulldogs,-37.82,144.9834
2023R405,2023,R4,Sydney Cricket Ground,31686,Sydney,Port Adelaide,-33.8915,151.2249
2023R406,2023,R4,Marvel Stadium,21049,St Kilda,Gold Coast,-37.8166,144.9475
2023R407,2023,R4,Marvel Stadium,28815,Essendon,Greater Western Sydney,-37.8166,144.9475
2023R408,2023,R4,Optus Stadium,42458,West Coast,Melbourne,-31.9512,115.889
2023R409,2023,R4,Melbourne Cricket Ground,65335,Geelong,Hawthorn,-37.82,144.9834
2023R501,2023,R5,Adelaide Oval,47395,Adelaide,Carlton,-34.9155,138.5961
2023R502,2023,R5,Norwood Oval,9329,Fremantle,Gold Coast,-34.9205,138.6301
2023R503,2023,R5,Adelaide Oval,42134,Richmond,Sydney,-34.9155,138.5961
2023R504,2023,R5,Summit Sports Park,7329,Brisbane Lions,North Melbourne,-35.078,138.8934
2023R505,2023,R5,Adelaide Oval,33832,Essendon,Melbourne,-34.9155,138.5961
2023R506,2023,R5,Adelaide Oval,45115,Port Adelaide,Western Bulldogs,-34.9155,138.5961
2023R507,2023,R5,Adelaide Oval,30120,Geelong,West Coast,-34.9155,138.5961
2023R508,2023,R5,Norwood Oval,9057,Greater Western Sydney,Hawthorn,-34.9205,138.6301
2023R509,2023,R5,Adelaide Oval,43976,Collingwood,St Kilda,-34.9155,138.5961
2023R601,2023,R6,Optus Stadium,47503,Fremantle,Western Bulldogs,-31.9512,115.889
2023R602,2023,R6,Adelaide Oval,31638,Port Adelaide,West Coast,-34.9155,138.5961
2023R603,2023,R6,Manuka Oval,20461,Greater Western Sydney,Brisbane Lions,-35.3181,149.1347
2023R604,2023,R6,GMHBA Stadium,23145,Geelong,Sydney,-38.158,144.3547
2023R605,2023,R6,University of Tasmania Stadium,10119,Hawthorn,Adelaide,-41.426,147.139
2023R606,2023,R6,Marvel Stadium,45770,Carlton,St Kilda,-37.8166,144.9475
2023R607,2023,R6,Heritage Bank Stadium,9672,Gold Coast,North Melbourne,-28.0063,153.3671
2023R608,2023,R6,Melbourne Cricket Ground,83985,Melbourne,Richmond,-37.82,144.9834
2023R609,2023,R6,Melbourne Cricket Ground,95179,Collingwood,Essendon,-37.82,144.9834
2023R701,2023,R7,Marvel Stadium,25845,St Kilda,Port Adelaide,-37.8166,144.9475
2023R702,2023,R7,The Gabba,25528,Brisbane Lions,Fremantle,-27.4858,153.0381
2023R703,2023,R7,Sydney Cricket Ground,31615,Sydney,Greater Western Sydney,-33.8915,151.2249
2023R704,2023,R7,Marvel Stadium,40119,Western Bulldogs,Hawthorn,-37.8166,144.9475
2023R705,2023,R7,Melbourne Cricket Ground,29445,Melbourne,North Melbourne,-37.82,144.9834
2023R706,2023,R7,Optus Stadium,47940,West Coast,Carlton,-31.9512,115.889
2023R707,2023,R7,Melbourne Cricket Ground,67457,Essendon,Geelong,-37.82,144.9834
2023R708,2023,R7,Marvel Stadium,34664,Richmond,Gold Coast,-37.8166,144.9475
2023R709,2023,R7,Adelaide Oval,43942,Adelaide,Collingwood,-34.9155,138.5961
2023R801,2023,R8,Marvel Stadium,45458,Carlton,Brisbane Lions,-37.8166,144.9475
2023R802,2023,R8,Melbourne Cricket Ground,28293,Richmond,West Coast,-37.82,144.9834
2023R803,2023,R8,GMHBA Stadium,21415,Geelong,Adelaide,-38.158,144.3547
2023R804,2023,R8,Heritage Bank Stadium,11440,Gold Coast,Melbourne,-28.0063,153.3671
2023R805,2023,R8,Optus Stadium,37160,Fremantle,Hawthorn,-31.9512,115.889
2023R806,2023,R8,Manuka Oval,10039,Greater Western Sydney,Western Bulldogs,-35.3181,149.1347
2023R807,2023,R8,Adelaide Oval,36247,Port Adelaide,Essendon,-34.9155,138.5961
2023R808,2023,R8,Melbourne Cricket Ground,71463,Collingwood,Sydney,-37.82,144.9834
2023R809,2023,R8,Marvel Stadium,22065,North Melbourne,St Kilda,-37.8166,144.9475
2023R901,2023,R9,Melbourne Cricket Ground,58141,Richmond,Geelong,-37.82,144.9834
2023R902,2023,R9,Optus Stadium,36219,West Coast,Gold Coast,-31.9512,115.889
2023R903,2023,R9,Sydney Cricket Ground,28927,Sydney,Fremantle,-33.8915,151.2249
2023R904,2023,R9,Blundstone Arena,6310,North Melbourne,Port Adelaide,-42.8773,147.374
2023R905,2023,R9,Melbourne Cricket Ground,39818,Hawthorn,Melbourne,-37.82,144.9834
2023R906,2023,R9,The Gabba,31898,Brisbane Lions,Essendon,-27.4858,153.0381
2023R907,2023,R9,Marvel Stadium,42756,Carlton,Western Bulldogs,-37.8166,144.9475
2023R908,2023,R9,Adelaide Oval,33805,Adelaide,St Kilda,-34.9155,138.5961
2023R909,2023,R9,Melbourne Cricket Ground,37631,Collingwood,Greater Western Sydney,-37.82,144.9834
2023R1001,2023,R10,Adelaide Oval,37565,Port Adelaide,Melbourne,-34.9155,138.5961
2023R1002,2023,R10,Marvel Stadium,21003,North Melbourne,Sydney,-37.8166,144.9475
2023R1003,2023,R10,Mars Stadium,10114,Western Bulldogs,Adelaide,-37.5386,143.848
2023R1004,2023,R10,Optus Stadium,45811,Fremantle,Geelong,-31.9512,115.889
2023R1005,2023,R10,The Gabba,23286,Brisbane Lions,Gold Coast,-27.4858,153.0381
2023R1006,2023,R10,Melbourne Cricket Ground,78300,Essendon,Richmond,-37.82,144.9834
2023R1007,2023,R10,University of Tasmania Stadium,9135,Hawthorn,West Coast,-41.426,147.139
2023R1008,2023,R10,Melbourne Cricket Ground,80354,Carlton,Collingwood,-37.82,144.9834
2023R1009,2023,R10,GIANTS Stadium,7508,Greater Western Sydney,St Kilda,-33.8942,151.2293
2023R1101,2023,R11,Sydney Cricket Ground,36310,Sydney,Carlton,-33.8915,151.2249
2023R1102,2023,R11,Marvel Stadium,32022,St Kilda,Hawthorn,-37.8166,144.9475
2023R1103,2023,R11,Melbourne Cricket Ground,29154,Melbourne,Fremantle,-37.82,144.9834
2023R1104,2023,R11,GMHBA Stadium,21349,Geelong,Greater Western Sydney,-38.158,144.3547
2023R1105,2023,R11,TIO Stadium,9316,Gold Coast,Western Bulldogs,-12.3988,130.8853
2023R1106,2023,R11,Optus Stadium,39269,West Coast,Essendon,-31.9512,115.889
2023R1107,2023,R11,Melbourne Cricket Ground,30357,Richmond,Port Adelaide,-37.82,144.9834
2023R1108,2023,R11,Marvel Stadium,39467,Collingwood,North Melbourne,-37.8166,144.9475
2023R1109,2023,R11,Adelaide Oval,33188,Adelaide,Brisbane Lions,-34.9155,138.5961
2023R1201,2023,R12,Melbourne Cricket Ground,49872,Melbourne,Carlton,-37.82,144.9834
2023R1202,2023,R12,Adelaide Oval,34234,Port Adelaide,Hawthorn,-34.9155,138.5961
2023R1203,2023,R12,Optus Stadium,31713,West Coast,Collingwood,-31.9512,115.889
2023R1204,2023,R12,Marvel Stadium,31944,Western Bulldogs,Geelong,-37.8166,144.9475
2023R1205,2023,R12,TIO Stadium,10772,Gold Coast,Adelaide,-12.3988,130.8853
2023R1206,2023,R12,GIANTS Stadium,9723,Greater Western Sydney,Richmond,-33.8942,151.2293
2023R1207,2023,R12,Marvel Stadium,40488,Essendon,North Melbourne,-37.8166,144.9475
2023R1301,2023,R13,Sydney Cricket Ground,30123,Sydney,St Kilda,-33.8915,151.2249
2023R1302,2023,R13,Marvel Stadium,23110,Western Bulldogs,Port Adelaide,-37.8166,144.9475
2023R1303,2023,R13,Melbourne Cricket Ground,35869,Hawthorn,Brisbane Lions,-37.82,144.9834
2023R1304,2023,R13,Adelaide Oval,39450,Adelaide,West Coast,-34.9155,138.5961
2023R1305,2023,R13,Optus Stadium,46843,Fremantle,Richmond,-31.9512,115.889
2023R1306,2023,R13,Blundstone Arena,5025,North Melbourne,Greater Western Sydney,-42.8773,147.374
2023R1307,2023,R13,Melbourne Cricket Ground,83638,Carlton,Essendon,-37.82,144.9834
2023R1308,2023,R13,Melbourne Cricket Ground,83578,Melbourne,Collingwood,-37.82,144.9834
2023R1401,2023,R14,Adelaide Oval,36316,Port Adelaide,Geelong,-34.9155,138.5961
2023R1402,2023,R14,The Gabba,28561,Brisbane Lions,Sydney,-27.4858,153.0381
2023R1403,2023,R14,GIANTS Stadium,8633,Greater Western Sydney,Fremantle,-33.8942,151.2293
2023R1404,2023,R14,Melbourne Cricket Ground,62686,Richmond,St Kilda,-37.82,144.9834
2023R1405,2023,R14,Melbourne Cricket Ground,29602,Carlton,Gold Coast,-37.82,144.9834
2023R1406,2023,R14,Marvel Stadium,23829,North Melbourne,Western Bulldogs,-37.8166,144.9475
2023R1501,2023,R15,GMHBA Stadium,19617,Geelong,Melbourne,-38.158,144.3547
2023R1502,2023,R15,Marvel Stadium,28985,St Kilda,Brisbane Lions,-37.8166,144.9475
2023R1503,2023,R15,Sydney Cricket Ground,31367,Sydney,West Coast,-33.8915,151.2249
2023R1504,2023,R15,Optus Stadium,43063,Fremantle,Essendon,-31.9512,115.889
2023R1505,2023,R15,Melbourne Cricket Ground,65930,Collingwood,Adelaide,-37.82,144.9834
2023R1506,2023,R15,Heritage Bank Stadium,14242,Gold Coast,Hawthorn,-28.0063,153.3671
2023R1601,2023,R16,The Gabba,30022,Brisbane Lions,Richmond,-27.4858,153.0381
2023R1602,2023,R16,Sydney Cricket Ground,32098,Sydney,Geelong,-33.8915,151.2249
2023R1603,2023,R16,Adelaide Oval,35226,Adelaide,North Melbourne,-34.9155,138.5961
2023R1604,2023,R16,Marvel Stadium,25412,Western Bulldogs,Fremantle,-37.8166,144.9475
2023R1605,2023,R16,Heritage Bank Stadium,22483,Gold Coast,Collingwood,-28.0063,153.3671
2023R1606,2023,R16,Melbourne Cricket Ground,38957,Essendon,Port Adelaide,-37.82,144.9834
2023R1607,2023,R16,Melbourne Cricket Ground,66337,Hawthorn,Carlton,-37.82,144.9834
2023R1608,2023,R16,TIO Traeger Park,3413,Melbourne,Greater Western Sydney,-23.7091,133.875
2023R1609,2023,R16,Optus Stadium,35579,West Coast,St Kilda,-31.9512,115.889
2023R1701,2023,R17,Melbourne Cricket Ground,48443,Richmond,Sydney,-37.82,144.9834
2023R1702,2023,R17,Marvel Stadium,43482,Western Bulldogs,Collingwood,-37.8166,144.9475
2023R1703,2023,R17,The Gabba,24843,Brisbane Lions,West Coast,-27.4858,153.0381
2023R1704,2023,R17,GIANTS Stadium,9007,Greater Western Sydney,Hawthorn,-33.8942,151.2293
2023R1705,2023,R17,Marvel Stadium,30749,St Kilda,Melbourne,-37.8166,144.9475
2023R1706,2023,R17,Adelaide Oval,31053,Port Adelaide,Gold Coast,-34.9155,138.5961
2023R1707,2023,R17,GMHBA Stadium,21066,Geelong,North Melbourne,-38.158,144.3547
2023R1708,2023,R17,Marvel Stadium,29606,Essendon,Adelaide,-37.8166,144.9475
2023R1709,2023,R17,Optus Stadium,49469,Fremantle,Carlton,-31.9512,115.889
2023R1801,2023,R18,Sydney Cricket Ground,26221,Sydney,Western Bulldogs,-33.8915,151.2249
2023R1802,2023,R18,Melbourne Cricket Ground,38030,Melbourne,Brisbane Lions,-37.82,144.9834
2023R1803,2023,R18,Melbourne Cricket Ground,61157,Collingwood,Fremantle,-37.82,144.9834
2023R1804,2023,R18,Heritage Bank Stadium,13015,Gold Coast,St Kilda,-28.0063,153.3671
2023R1805,2023,R18,Marvel Stadium,34306,Carlton,Port Adelaide,-37.8166,144.9475
2023R1806,2023,R18,GMHBA Stadium,23185,Geelong,Essendon,-38.158,144.3547
2023R1807,2023,R18,Adelaide Oval,36674,Adelaide,Greater Western Sydney,-34.9155,138.5961
2023R1808,2023,R18,Marvel Stadium,30201,North Melbourne,Hawthorn,-37.8166,144.9475
2023R1809,2023,R18,Optus Stadium,40501,West Coast,Richmond,-31.9512,115.889
2023R1901,2023,R19,Marvel Stadium,43634,Essendon,Western Bulldogs,-37.8166,144.9475
2023R1902,2023,R19,Melbourne Cricket Ground,57654,Richmond,Hawthorn,-37.82,144.9834
2023R1903,2023,R19,Marvel Stadium,34954,Carlton,West Coast,-37.8166,144.9475
2023R1904,2023,R19,The Gabba,32586,Brisbane Lions,Geelong,-27.4858,153.0381
2023R1905,2023,R19,Optus Stadium,42433,Fremantle,Sydney,-31.9512,115.889
2023R1906,2023,R19,Adelaide Oval,47965,Port Adelaide,Collingwood,-34.9155,138.5961
2023R1907,2023,R19,Manuka Oval,10026,Greater Western Sydney,Gold Coast,-35.3181,149.1347
2023R1908,2023,R19,Melbourne Cricket Ground,33122,Melbourne,Adelaide,-37.82,144.9834
2023R1909,2023,R19,Marvel Stadium,18279,St Kilda,North Melbourne,-37.8166,144.9475
2023R2001,2023,R20,Melbourne Cricket Ground,86785,Collingwood,Carlton,-37.82,144.9834
2023R2002,2023,R20,Mars Stadium,9080,Western Bulldogs,Greater Western Sydney,-37.5386,143.848
2023R2003,2023,R20,GMHBA Stadium,21619,Geelong,Fremantle,-38.158,144.3547
2023R2004,2023,R20,Heritage Bank Stadium,14097,Gold Coast,Brisbane Lions,-28.0063,153.3671
2023R2005,2023,R20,Marvel Stadium,38329,Essendon,Sydney,-37.8166,144.9475
2023R2006,2023,R20,Adelaide Oval,50023,Adelaide,Port Adelaide,-34.9155,138.5961
2023R2007,2023,R20,Marvel Stadium,22769,Hawthorn,St Kilda,-37.8166,144.9475
2023R2008,2023,R20,Melbourne Cricket Ground,52294,Richmond,Melbourne,-37.82,144.9834
2023R2009,2023,R20,Optus Stadium,38231,West Coast,North Melbourne,-31.9512,115.889
2023R2101,2023,R21,Marvel Stadium,39304,Western Bulldogs,Richmond,-37.8166,144.9475
2023R2102,2023,R21,Marvel Stadium,30742,Essendon,West Coast,-37.8166,144.9475
2023R2103,2023,R21,Adelaide Oval,35777,Adelaide,Gold Coast,-34.9155,138.5961
2023R2104,2023,R21,Melbourne Cricket Ground,62134,Hawthorn,Collingwood,-37.82,144.9834
2023R2105,2023,R21,GMHBA Stadium,21279,Geelong,Port Adelaide,-38.158,144.3547
2023R2106,2023,R21,GIANTS Stadium,19332,Greater Western Sydney,Sydney,-33.8942,151.2293
2023R2107,2023,R21,Blundstone Arena,8034,North Melbourne,Melbourne,-42.8773,147.374
2023R2108,2023,R21,Marvel Stadium,42656,St Kilda,Carlton,-37.8166,144.9475
2023R2109,2023,R21,Optus Stadium,37845,Fremantle,Brisbane Lions,-31.9512,115.889
2023R2201,2023,R22,Melbourne Cricket Ground,78749,Collingwood,Geelong,-37.82,144.9834
2023R2202,2023,R22,Marvel Stadium,37231,North Melbourne,Essendon,-37.8166,144.9475
2023R2203,2023,R22,Sydney Cricket Ground,33911,Sydney,Gold Coast,-33.8915,151.2249
2023R2204,2023,R22,The Gabba,30107,Brisbane Lions,Adelaide,-27.4858,153.0381
2023R2205,2023,R22,Melbourne Cricket Ground,68577,Carlton,Melbourne,-37.82,144.9834
2023R2206,2023,R22,Optus Stadium,51172,West Coast,Fremantle,-31.9512,115.889
2023R2207,2023,R22,University of Tasmania Stadium,12480,Hawthorn,Western Bulldogs,-41.426,147.139
2023R2208,2023,R22,Marvel Stadium,31119,St Kilda,Richmond,-37.8166,144.9475
2023R2209,2023,R22,Adelaide Oval,32597,Port Adelaide,Greater Western Sydney,-34.9155,138.5961
2023R2301,2023,R23,Marvel Stadium,38350,Collingwood,Brisbane Lions,-37.8166,144.9475
2023R2302,2023,R23,Melbourne Cricket Ground,59555,Richmond,North Melbourne,-37.82,144.9834
2023R2303,2023,R23,Heritage Bank Stadium,19253,Gold Coast,Carlton,-28.0063,153.3671
2023R2304,2023,R23,GIANTS Stadium,10281,Greater Western Sydney,Essendon,-33.8942,151.2293
2023R2305,2023,R23,Marvel Stadium,40103,St Kilda,Geelong,-37.8166,144.9475
2023R2306,2023,R23,Adelaide Oval,44817,Adelaide,Sydney,-34.9155,138.5961
