Game,Season,Round,Venue,Attendance,Home Team,Away Team,Latitude,Longitude
2013R1005,2013,R10,TIO Stadium,7850,Western Bulldogs,Port Adelaide,-12.3988,130.8853
2013R1004,2013,R10,Sydney Cricket Ground,29792,Sydney,Essendon,-33.8915,151.2249
2013R1008,2013,R10,Marvel Stadium,25658,North Melbourne,St Kilda,-37.8166,144.9475
2013R1007,2013,R10,Melbourne Cricket Ground,28546,Melbourne,Hawthorn,-37.82,144.9834
2013R1009,2013,R10,Domain Stadium,37781,West Coast,Richmond,-31.94,115.825
2013R1101,2013,R11,Melbourne Cricket Ground,82639,Essendon,Carlton,-37.82,144.9834
2013R1103,2013,R11,AAMI Stadium,38374,Adelaide,Sydney,-34.8747,138.4907
2013R1104,2013,R11,Heritage Bank Stadium,10891,Gold Coast,North Melbourne,-28.0063,153.3671
2013R1102,2013,R11,GIANTS Stadium,7809,Greater Western Sydney,Geelong,-33.8942,151.2293
2013R1105,2013,R11,Marvel Stadium,23795,St Kilda,West Coast,-37.8166,144.9475
2013R1106,2013,R11,Melbourne Cricket Ground,50835,Melbourne,Collingwood,-37.82,144.9834
2013R1201,2013,R12,Marvel Stadium,45670,Carlton,Hawthorn,-37.8166,144.9475
2013R1204,2013,R12,Marvel Stadium,31452,Essendon,Gold Coast,-37.8166,144.9475
2013R1203,2013,R12,Domain Stadium,33384,Fremantle,Brisbane Lions,-31.94,115.825
2013R1202,2013,R12,Melbourne Cricket Ground,43615,Richmond,Adelaide,-37.82,144.9834
2013R1206,2013,R12,Marvel Stadium,32253,Collingwood,Western Bulldogs,-37.8166,144.9475
2013R1205,2013,R12,GIANTS Stadium,6601,Greater Western Sydney,Port Adelaide,-33.8942,151.2293
2013R1301,2013,R13,Marvel Stadium,32567,Hawthorn,West Coast,-37.8166,144.9475
2013R1302,2013,R13,AAMI Stadium,16096,Port Adelaide,Sydney,-34.8747,138.4907
2013R1304,2013,R13,Marvel Stadium,29788,Western Bulldogs,Richmond,-37.8166,144.9475
2013R1303,2013,R13,Melbourne Cricket Ground,28751,St Kilda,Melbourne,-37.82,144.9834
2013R1305,2013,R13,Domain Stadium,31637,Fremantle,North Melbourne,-31.94,115.825
2013R1306,2013,R13,The Gabba,24164,Brisbane Lions,Geelong,-27.4858,153.0381
2013R1401,2013,R14,Domain Stadium,36451,West Coast,Essendon,-31.94,115.825
2013R1402,2013,R14,Sydney Cricket Ground,25349,Sydney,Carlton,-33.8915,151.2249
2013R1404,2013,R14,AAMI Stadium,31121,Port Adelaide,Collingwood,-34.8747,138.4907
2013R1403,2013,R14,Heritage Bank Stadium,13791,Gold Coast,Adelaide,-28.0063,153.3671
2013R1406,2013,R14,GMHBA Stadium,26743,Geelong,Fremantle,-38.158,144.3547
2013R1405,2013,R14,Melbourne Cricket Ground,21217,Melbourne,Western Bulldogs,-37.82,144.9834
2013R1408,2013,R14,Marvel Stadium,15438,North Melbourne,Greater Western Sydney,-37.8166,144.9475
2013R1409,2013,R14,Melbourne Cricket Ground,52184,Richmond,St Kilda,-37.82,144.9834
2013R1407,2013,R14,University of Tasmania Stadium,15796,Hawthorn,Brisbane Lions,-41.426,147.139
2013R1501,2013,R15,Melbourne Cricket Ground,78224,Carlton,Collingwood,-37.82,144.9834
2013R1505,2013,R15,AAMI Stadium,26426,Adelaide,West Coast,-34.8747,138.4907
2013R1503,2013,R15,Marvel Stadium,45966,North Melbourne,Richmond,-37.8166,144.9475
2013R1504,2013,R15,The Gabba,27170,Brisbane Lions,Gold Coast,-27.4858,153.0381
2013R1506,2013,R15,Melbourne Cricket Ground,85197,Geelong,Hawthorn,-37.82,144.9834
2013R1502,2013,R15,Manuka Oval,7132,Greater Western Sydney,Western Bulldogs,-35.3181,149.1347
2013R1509,2013,R15,Marvel Stadium,40817,Essendon,Port Adelaide,-37.8166,144.9475
2013R1508,2013,R15,Domain Stadium,34064,Fremantle,St Kilda,-31.94,115.825
2013R1507,2013,R15,Melbourne Cricket Ground,26216,Melbourne,Sydney,-37.82,144.9834
2013R1601,2013,R16,Melbourne Cricket Ground,54790,Collingwood,Adelaide,-37.82,144.9834
2013R1602,2013,R16,AAMI Stadium,23748,Port Adelaide,Hawthorn,-34.8747,138.4907
2013R1604,2013,R16,Cazaly's Stadium,11197,Richmond,Gold Coast,-16.9357,145.7491
2013R1605,2013,R16,Marvel Stadium,30949,Carlton,St Kilda,-37.8166,144.9475
2013R1606,2013,R16,The Gabba,18131,Brisbane Lions,North Melbourne,-27.4858,153.0381
2013R1603,2013,R16,GMHBA Stadium,23172,Geelong,Melbourne,-38.158,144.3547
2013R1608,2013,R16,Marvel Stadium,32500,Western Bulldogs,Essendon,-37.8166,144.9475
2013R1609,2013,R16,Domain Stadium,39839,West Coast,Fremantle,-31.94,115.825
2013R1607,2013,R16,Sydney Cricket Ground,21757,Sydney,Greater Western Sydney,-33.8915,151.2249
2013R1701,2013,R17,Marvel Stadium,37443,North Melbourne,Carlton,-37.8166,144.9475
2013R1704,2013,R17,Heritage Bank Stadium,19721,Gold Coast,Collingwood,-28.0063,153.3671
2013R1706,2013,R17,Marvel Stadium,14878,St Kilda,Port Adelaide,-37.8166,144.9475
2013R1705,2013,R17,TIO Stadium,7615,Melbourne,Brisbane Lions,-12.3988,130.8853
2013R1703,2013,R17,GIANTS Stadium,10783,Greater Western Sydney,Essendon,-33.8942,151.2293
2013R1702,2013,R17,University of Tasmania Stadium,14022,Hawthorn,Western Bulldogs,-41.426,147.139
2013R1708,2013,R17,AAMI Stadium,28603,Adelaide,Geelong,-34.8747,138.4907
2013R1709,2013,R17,Domain Stadium,35166,West Coast,Sydney,-31.94,115.825
2013R1707,2013,R17,Melbourne Cricket Ground,40125,Richmond,Fremantle,-37.82,144.9834
2013R1801,2013,R18,Marvel Stadium,49505,Essendon,Hawthorn,-37.8166,144.9475
2013R1802,2013,R18,Heritage Bank Stadium,19460,Gold Coast,Carlton,-28.0063,153.3671
2013R1803,2013,R18,Marvel Stadium,16962,Melbourne,North Melbourne,-37.8166,144.9475
2013R1805,2013,R18,Domain Stadium,28765,Fremantle,Adelaide,-31.94,115.825
2013R1806,2013,R18,GMHBA Stadium,26833,Geelong,St Kilda,-38.158,144.3547
2013R1804,2013,R18,Melbourne Cricket Ground,32691,Collingwood,Greater Western Sydney,-37.82,144.9834
2013R1807,2013,R18,AAMI Stadium,22631,Port Adelaide,Brisbane Lions,-34.8747,138.4907
2013R1808,2013,R18,Marvel Stadium,17019,Western Bulldogs,West Coast,-37.8166,144.9475
2013R1809,2013,R18,Sydney Cricket Ground,29738,Sydney,Richmond,-33.8915,151.2249
2013R1901,2013,R19,Marvel Stadium,33584,North Melbourne,Geelong,-37.8166,144.9475
2013R1905,2013,R19,Marvel Stadium,30457,Carlton,Fremantle,-37.8166,144.9475
2013R1904,2013,R19,Domain Stadium,32140,West Coast,Gold Coast,-31.94,115.825
2013R1906,2013,R19,The Gabba,19856,Brisbane Lions,St Kilda,-27.4858,153.0381
2013R1903,2013,R19,Melbourne Cricket Ground,64324,Hawthorn,Richmond,-37.82,144.9834
2013R1902,2013,R19,GIANTS Stadium,8308,Greater Western Sydney,Melbourne,-33.8942,151.2293
2013R1908,2013,R19,AAMI Stadium,43368,Adelaide,Port Adelaide,-34.8747,138.4907
2013R1907,2013,R19,Marvel Stadium,22647,Western Bulldogs,Sydney,-37.8166,144.9475
2013R1909,2013,R19,Melbourne Cricket Ground,69821,Collingwood,Essendon,-37.82,144.9834
2013R2001,2013,R20,Marvel Stadium,24765,St Kilda,Hawthorn,-37.8166,144.9475
2013R2005,2013,R20,Accor Stadium,42627,Sydney,Collingwood,-33.8471,151.0634
2013R2006,2013,R20,Heritage Bank Stadium,13840,Gold Coast,Melbourne,-28.0063,153.3671
2013R2004,2013,R20,Marvel Stadium,31126,Carlton,Western Bulldogs,-37.8166,144.9475
2013R2003,2013,R20,GMHBA Stadium,24784,Geelong,Port Adelaide,-38.158,144.3547
2013R2002,2013,R20,Melbourne Cricket Ground,46961,Richmond,Brisbane Lions,-37.82,144.9834
2013R2008,2013,R20,AAMI Stadium,31801,Adelaide,North Melbourne,-34.8747,138.4907
2013R2007,2013,R20,Marvel Stadium,32595,Essendon,West Coast,-37.8166,144.9475
2013R2009,2013,R20,Domain Stadium,31390,Fremantle,Greater Western Sydney,-31.94,115.825
2013R2101,2013,R21,Melbourne Cricket Ground,71533,Hawthorn,Collingwood,-37.82,144.9834
2013R2103,2013,R21,AAMI Stadium,18703,Port Adelaide,Gold Coast,-34.8747,138.4907
2013R2104,2013,R21,Marvel Stadium,34102,Essendon,North Melbourne,-37.8166,144.9475
2013R2105,2013,R21,Domain Stadium,34394,West Coast,Geelong,-31.94,115.825
2013R2106,2013,R21,The Gabba,13855,Brisbane Lions,Greater Western Sydney,-27.4858,153.0381
2013R2102,2013,R21,Melbourne Cricket Ground,60825,Richmond,Carlton,-37.82,144.9834
2013R2109,2013,R21,Marvel Stadium,17159,Western Bulldogs,Adelaide,-37.8166,144.9475
2013R2107,2013,R21,Melbourne Cricket Ground,13768,Melbourne,Fremantle,-37.82,144.9834
2013R2108,2013,R21,Sydney Cricket Ground,26730,Sydney,St Kilda,-33.8915,151.2249
2013R2201,2013,R22,Melbourne Cricket Ground,41198,Collingwood,West Coast,-37.82,144.9834
2013R2202,2013,R22,AAMI Stadium,34653,Adelaide,Melbourne,-34.8747,138.4907
2013R2203,2013,R22,Marvel Stadium,33039,North Melbourne,Hawthorn,-37.8166,144.9475
2013R2205,2013,R22,Domain Stadium,35565,Fremantle,Port Adelaide,-31.94,115.825
2013R2204,2013,R22,GMHBA Stadium,28459,Geelong,Sydney,-38.158,144.3547
2013R2206,2013,R22,Melbourne Cricket Ground,53630,Carlton,Essendon,-37.82,144.9834
2013R2207,2013,R22,Marvel Stadium,17622,St Kilda,Gold Coast,-37.8166,144.9475
2013R2209,2013,R22,The Gabba,20130,Brisbane Lions,Western Bulldogs,-27.4858,153.0381
2013R2208,2013,R22,GIANTS Stadium,12314,Greater Western Sydney,Richmond,-33.8942,151.2293
2013R2301,2013,R23,Accor Stadium,37980,Sydney,Hawthorn,-33.8471,151.0634
2013R2304,2013,R23,AAMI Stadium,45127,Port Adelaide,Carlton,-34.8747,138.4907
2013R2302,2013,R23,Marvel Stadium,22476,St Kilda,Fremantle,-37.8166,144.9475
2013R2306,2013,R23,Domain Stadium,29416,West Coast,Adelaide,-31.94,115.825
2013R2303,2013,R23,GMHBA Stadium,27467,Geelong,Brisbane Lions,-38.158,144.3547
2013R2305,2013,R23,Melbourne Cricket Ground,60979,Essendon,Richmond,-37.82,144.9834
2013R2307,2013,R23,Heritage Bank Stadium,13080,Gold Coast,Greater Western Sydney,-28.0063,153.3671
2013R2309,2013,R23,Marvel Stadium,22176,Western Bulldogs,Melbourne,-37.8166,144.9475
2013R2308,2013,R23,Melbourne Cricket Ground,50958,Collingwood,North Melbourne,-37.82,144.9834
2013QF01,2013,QF,Melbourne Cricket Ground,59615,Hawthorn,Sydney,-37.82,144.9834
2013QF02,2013,QF,GMHBA Stadium,32458,Geelong,Fremantle,-38.158,144.3547
2013EF01,2013,EF,Melbourne Cricket Ground,51722,Collingwood,Port Adelaide,-37.82,144.9834
2013EF02,2013,EF,Melbourne Cricket Ground,94690,Richmond,Carlton,-37.82,144.9834
2013SF01,2013,SF,Melbourne Cricket Ground,52744,Geelong,Port Adelaide,-37.82,144.9834
2013SF02,2013,SF,Accor Stadium,37980,Sydney,Carlton,-33.8471,151.0634
2013PF01,2013,PF,Melbourne Cricket Ground,85569,Hawthorn,Geelong,-37.82,144.9834
2013PF02,2013,PF,Domain Stadium,43249,Fremantle,Sydney,-31.94,115.825
2013GF01,2013,GF,Melbourne Cricket Ground,100007,Hawthorn,Fremantle,-37.82,144.9834
2014R101,2014,R1,Marvel Stadium,37571,Collingwood,Fremantle,-37.8166,144.9475
2014R103,2014,R1,Heritage Bank Stadium,19425,Gold Coast,Richmond,-28.0063,153.3671
2014R102,2014,R1,GIANTS Stadium,17102,Greater Western Sydney,Sydney,-33.8942,151.2293
2014R104,2014,R1,Marvel Stadium,24640,Carlton,Port Adelaide,-37.8166,144.9475
2014R105,2014,R1,GMHBA Stadium,23622,Geelong,Adelaide,-38.158,144.3547
2014R106,2014,R1,Marvel Stadium,42332,North Melbourne,Essendon,-37.8166,144.9475
2014R108,2014,R1,Marvel Stadium,31657,St Kilda,Melbourne,-37.8166,144.9475
2014R107,2014,R1,University of Tasmania Stadium,12430,Hawthorn,Brisbane Lions,-41.426,147.139
2014R109,2014,R1,Domain Stadium,36752,West Coast,Western Bulldogs,-31.94,115.825
2014R201,2014,R2,Melbourne Cricket Ground,62037,Richmond,Carlton,-37.82,144.9834
2014R202,2014,R2,Marvel Stadium,44163,Essendon,Hawthorn,-37.8166,144.9475
2014R206,2014,R2,Accor Stadium,32347,Sydney,Collingwood,-33.8471,151.0634
2014R204,2014,R2,Adelaide Oval,50397,Port Adelaide,Adelaide,-34.9155,138.5961
2014R203,2014,R2,Marvel Stadium,19640,St Kilda,Greater Western Sydney,-37.8166,144.9475
2014R205,2014,R2,Domain Stadium,35583,Fremantle,Gold Coast,-31.94,115.825
2014R209,2014,R2,Marvel Stadium,28512,Western Bulldogs,North Melbourne,-37.8166,144.9475
2014R207,2014,R2,The Gabba,20933,Brisbane Lions,Geelong,-27.4858,153.0381
2014R208,2014,R2,Melbourne Cricket Ground,22230,Melbourne,West Coast,-37.82,144.9834
2014R301,2014,R3,Melbourne Cricket Ground,43583,Hawthorn,Fremantle,-37.82,144.9834
2014R303,2014,R3,Adelaide Oval,47426,Adelaide,Sydney,-34.9155,138.5961
2014R304,2014,R3,Heritage Bank Stadium,16593,Gold Coast,Brisbane Lions,-28.0063,153.3671
2014R302,2014,R3,Marvel Stadium,31724,Western Bulldogs,Richmond,-37.8166,144.9475
2014R305,2014,R3,Domain Stadium,36448,West Coast,St Kilda,-31.94,115.825
2014R306,2014,R3,Melbourne Cricket Ground,63152,Collingwood,Geelong,-37.82,144.9834
2014R308,2014,R3,Marvel Stadium,19111,North Melbourne,Port Adelaide,-37.8166,144.9475
2014R309,2014,R3,Melbourne Cricket Ground,62730,Essendon,Carlton,-37.82,144.9834
2014R307,2014,R3,GIANTS Stadium,7016,Greater Western Sydney,Melbourne,-33.8942,151.2293
2014R401,2014,R4,Melbourne Cricket Ground,62100,Richmond,Collingwood,-37.82,144.9834
2014R403,2014,R4,Adelaide Oval,36231,Port Adelaide,Brisbane Lions,-34.9155,138.5961
2014R406,2014,R4,Heritage Bank Stadium,17729,Gold Coast,Hawthorn,-28.0063,153.3671
2014R405,2014,R4,GMHBA Stadium,25271,Geelong,West Coast,-38.158,144.3547
2014R402,2014,R4,Melbourne Cricket Ground,37323,Carlton,Melbourne,-37.82,144.9834
2014R404,2014,R4,Manuka Oval,7863,Greater Western Sydney,Western Bulldogs,-35.3181,149.1347
2014R408,2014,R4,Marvel Stadium,22923,St Kilda,Adelaide,-37.8166,144.9475
2014R409,2014,R4,Domain Stadium,36722,Fremantle,Essendon,-31.94,115.825
2014R407,2014,R4,Sydney Cricket Ground,25505,Sydney,North Melbourne,-33.8915,151.2249
2014R501,2014,R5,The Gabba,20676,Brisbane Lions,Richmond,-27.4858,153.0381
2014R505,2014,R5,Marvel Stadium,36041,Essendon,St Kilda,-37.8166,144.9475
2014R504,2014,R5,Domain Stadium,35366,West Coast,Port Adelaide,-31.94,115.825
2014R502,2014,R5,Melbourne Cricket Ground,57116,Collingwood,North Melbourne,-37.82,144.9834
2014R503,2014,R5,Sydney Cricket Ground,25376,Sydney,Fremantle,-33.8915,151.2249
2014R506,2014,R5,Adelaide Oval,44770,Adelaide,Greater Western Sydney,-34.9155,138.5961
2014R508,2014,R5,Marvel Stadium,27986,Western Bulldogs,Carlton,-37.8166,144.9475
2014R507,2014,R5,Melbourne Cricket Ground,17243,Melbourne,Gold Coast,-37.82,144.9834
2014R509,2014,R5,Melbourne Cricket Ground,80222,Geelong,Hawthorn,-37.82,144.9834
2014R603,2014,R6,Domain Stadium,37624,Fremantle,North Melbourne,-31.94,115.825
2014R601,2014,R6,Melbourne Cricket Ground,91731,Collingwood,Essendon,-37.82,144.9834
2014R604,2014,R6,Heritage Bank Stadium,11504,Gold Coast,Greater Western Sydney,-28.0063,153.3671
2014R605,2014,R6,Marvel Stadium,31005,Carlton,West Coast,-37.8166,144.9475
2014R606,2014,R6,Melbourne Cricket Ground,24855,Melbourne,Sydney,-37.82,144.9834
2014R609,2014,R6,Adelaide Oval,47007,Port Adelaide,Geelong,-34.9155,138.5961
2014R607,2014,R6,Marvel Stadium,17404,Western Bulldogs,Adelaide,-37.8166,144.9475
2014R608,2014,R6,Melbourne Cricket Ground,52990,Richmond,Hawthorn,-37.82,144.9834
2014R701,2014,R7,Melbourne Cricket Ground,68251,Carlton,Collingwood,-37.82,144.9834
2014R704,2014,R7,Adelaide Oval,44216,Adelaide,Melbourne,-34.9155,138.5961
2014R705,2014,R7,Marvel Stadium,33289,Essendon,Western Bulldogs,-37.8166,144.9475
2014R706,2014,R7,The Gabba,17953,Brisbane Lions,Sydney,-27.4858,153.0381
2014R702,2014,R7,Melbourne Cricket Ground,32924,Hawthorn,St Kilda,-37.82,144.9834
2014R703,2014,R7,Manuka Oval,6549,Greater Western Sydney,Port Adelaide,-35.3181,149.1347
2014R707,2014,R7,Marvel Stadium,19819,North Melbourne,Gold Coast,-37.8166,144.9475
2014R709,2014,R7,Domain Stadium,40476,West Coast,Fremantle,-31.94,115.825
2014R708,2014,R7,Melbourne Cricket Ground,34377,Geelong,Richmond,-37.82,144.9834
2014R801,2014,R8,Accor Stadium,34506,Sydney,Hawthorn,-33.8471,151.0634
2014R802,2014,R8,Adelaide Oval,38234,Port Adelaide,Fremantle,-34.9155,138.5961
2014R803,2014,R8,The Gabba,26522,Brisbane Lions,Essendon,-27.4858,153.0381
2014R804,2014,R8,Melbourne Cricket Ground,36326,Melbourne,Western Bulldogs,-37.82,144.9834
2014R805,2014,R8,Domain Stadium,29391,West Coast,Greater Western Sydney,-31.94,115.825
2014R806,2014,R8,Marvel Stadium,26708,St Kilda,Carlton,-37.8166,144.9475
2014R901,2014,R9,Adelaide Oval,50051,Adelaide,Collingwood,-34.9155,138.5961
2014R902,2014,R9,Marvel Stadium,41098,Essendon,Sydney,-37.8166,144.9475
2014R904,2014,R9,Marvel Stadium,21152,North Melbourne,Brisbane Lions,-37.8166,144.9475
2014R905,2014,R9,Domain Stadium,38565,Fremantle,Geelong,-31.94,115.825
2014R903,2014,R9,Melbourne Cricket Ground,56910,Richmond,Melbourne,-37.82,144.9834
2014R906,2014,R9,Marvel Stadium,14625,St Kilda,Gold Coast,-37.8166,144.9475
2014R1001,2014,R10,GMHBA Stadium,27402,Geelong,North Melbourne,-38.158,144.3547
2014R1004,2014,R10,Adelaide Oval,52233,Port Adelaide,Hawthorn,-34.9155,138.5961
2014R1003,2014,R10,Melbourne Cricket Ground,53049,Collingwood,West Coast,-37.82,144.9834
2014R1002,2014,R10,GIANTS Stadium,8331,Greater Western Sydney,Richmond,-33.8942,151.2293
2014R1005,2014,R10,Heritage Bank Stadium,14235,Gold Coast,Western Bulldogs,-28.0063,153.3671
2014R1006,2014,R10,Melbourne Cricket Ground,32419,Carlton,Adelaide,-37.82,144.9834
2014R1101,2014,R11,Sydney Cricket Ground,37355,Sydney,Geelong,-33.8915,151.2249
2014R1102,2014,R11,Marvel Stadium,34855,St Kilda,Collingwood,-37.8166,144.9475
2014R1104,2014,R11,The Gabba,24625,Brisbane Lions,Carlton,-27.4858,153.0381
2014R1105,2014,R11,Melbourne Cricket Ground,74664,Essendon,Richmond,-37.82,144.9834
2014R1103,2014,R11,TIO Traeger Park,5655,Melbourne,Port Adelaide,-23.7091,133.875
2014R1106,2014,R11,Adelaide Oval,49069,Adelaide,Gold Coast,-34.9155,138.5961
2014R1107,2014,R11,Marvel Stadium,14913,Western Bulldogs,Fremantle,-37.8166,144.9475
2014R1109,2014,R11,Domain Stadium,35914,West Coast,North Melbourne,-31.94,115.825
2014R1108,2014,R11,Melbourne Cricket Ground,17906,Hawthorn,Greater Western Sydney,-37.82,144.9834
2014R1201,2014,R12,Marvel Stadium,36952,Geelong,Carlton,-37.8166,144.9475
2014R1203,2014,R12,Adelaide Oval,42374,Port Adelaide,St Kilda,-34.9155,138.5961
2014R1205,2014,R12,Marvel Stadium,18054,Western Bulldogs,Brisbane Lions,-37.8166,144.9475
2014R1204,2014,R12,GIANTS Stadium,8429,Greater Western Sydney,Essendon,-33.8942,151.2293
2014R1202,2014,R12,University of Tasmania Stadium,15504,Hawthorn,West Coast,-41.426,147.139
2014R1206,2014,R12,Heritage Bank Stadium,21354,Gold Coast,Sydney,-28.0063,153.3671
2014R1208,2014,R12,Marvel Stadium,32977,North Melbourne,Richmond,-37.8166,144.9475
2014R1207,2014,R12,Domain Stadium,35389,Fremantle,Adelaide,-31.94,115.825
2014R1209,2014,R12,Melbourne Cricket Ground,68130,Melbourne,Collingwood,-37.82,144.9834
2014R1301,2014,R13,Melbourne Cricket Ground,49624,Carlton,Hawthorn,-37.82,144.9834
2014R1305,2014,R13,Adelaide Oval,47205,Adelaide,North Melbourne,-34.9155,138.5961
2014R1304,2014,R13,Domain Stadium,32942,West Coast,Gold Coast,-31.94,115.825
2014R1306,2014,R13,The Gabba,12700,Brisbane Lions,Greater Western Sydney,-27.4858,153.0381
2014R1302,2014,R13,Melbourne Cricket Ground,22083,Richmond,Fremantle,-37.82,144.9834
2014R1303,2014,R13,Sydney Cricket Ground,41317,Sydney,Port Adelaide,-33.8915,151.2249
2014R1308,2014,R13,Marvel Stadium,28339,Collingwood,Western Bulldogs,-37.8166,144.9475
2014R1307,2014,R13,GMHBA Stadium,25180,Geelong,St Kilda,-38.158,144.3547
2014R1309,2014,R13,Melbourne Cricket Ground,44626,Essendon,Melbourne,-37.82,144.9834
2014R1401,2014,R14,Melbourne Cricket Ground,34648,Richmond,Sydney,-37.82,144.9834
2014R1402,2014,R14,Adelaide Oval,34258,Port Adelaide,Western Bulldogs,-34.9155,138.5961
2014R1404,2014,R14,Heritage Bank Stadium,18236,Gold Coast,Geelong,-28.0063,153.3671
2014R1406,2014,R14,Marvel Stadium,30948,Essendon,Adelaide,-37.8166,144.9475
2014R1405,2014,R14,Domain Stadium,25152,Fremantle,Brisbane Lions,-31.94,115.825
2014R1403,2014,R14,Melbourne Cricket Ground,70516,Hawthorn,Collingwood,-37.82,144.9834
2014R1408,2014,R14,Marvel Stadium,17317,St Kilda,West Coast,-37.8166,144.9475
2014R1409,2014,R14,Melbourne Cricket Ground,26615,Melbourne,North Melbourne,-37.82,144.9834
2014R1407,2014,R14,GIANTS Stadium,9059,Greater Western Sydney,Carlton,-33.8942,151.2293
2014R1501,2014,R15,Marvel Stadium,43732,Geelong,Essendon,-37.8166,144.9475
2014R1503,2014,R15,Marvel Stadium,28487,St Kilda,Richmond,-37.8166,144.9475
2014R1504,2014,R15,Domain Stadium,40490,Fremantle,West Coast,-31.94,115.825
2014R1505,2014,R15,The Gabba,15862,Brisbane Lions,North Melbourne,-27.4858,153.0381
2014R1506,2014,R15,Sydney Cricket Ground,27778,Sydney,Greater Western Sydney,-33.8915,151.2249
2014R1502,2014,R15,University of Tasmania Stadium,13178,Hawthorn,Gold Coast,-41.426,147.139
2014R1508,2014,R15,Adelaide Oval,50552,Adelaide,Port Adelaide,-34.9155,138.5961
2014R1507,2014,R15,Marvel Stadium,24953,Western Bulldogs,Melbourne,-37.8166,144.9475
2014R1509,2014,R15,Melbourne Cricket Ground,40939,Collingwood,Carlton,-37.82,144.9834
2014R1601,2014,R16,Marvel Stadium,35025,North Melbourne,Hawthorn,-37.8166,144.9475
2014R1605,2014,R16,Adelaide Oval,46786,Port Adelaide,Essendon,-34.9155,138.5961
2014R1604,2014,R16,Heritage Bank Stadium,24032,Gold Coast,Collingwood,-28.0063,153.3671
2014R1602,2014,R16,Melbourne Cricket Ground,34577,Richmond,Brisbane Lions,-37.82,144.9834
